path,git_blob_id,sha256,bytes,lines,language,generated,generator,public_surface,security_critical,science_critical,authority_critical,reviewer,review_status,requirements,assumptions,defects,tests,evidence,disposition,completed_at
.pre-commit-config.yaml,ae8290741ded9bd580f5dae29da4d6155587701d,ba6552d7cb976afc766d7448e6e6da4b19f8dd27884b69f78560ad1a499abe42,526,11,YAML,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:ae8290741ded9bd580f5dae29da4d6155587701d;sha256:ba6552d7cb976afc766d7448e6e6da4b19f8dd27884b69f78560ad1a499abe42,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
AGENTS.md,a3f9580fdf8cbc56e9f486cb6dec3e16957ec23f,e067062d57b255aa9dcabdaed71a405742b6444627557ca089706bd1667b0012,4116,78,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:a3f9580fdf8cbc56e9f486cb6dec3e16957ec23f;sha256:e067062d57b255aa9dcabdaed71a405742b6444627557ca089706bd1667b0012,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
CHANGELOG.md,00fd51681e1d17fe27f46808e873080c0075b7b5,9824dfff5f6f97e13bf3e5b8db0aff07a4b9c31e1c34dabe7ecee30fa6825749,86158,1362,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:00fd51681e1d17fe27f46808e873080c0075b7b5;sha256:9824dfff5f6f97e13bf3e5b8db0aff07a4b9c31e1c34dabe7ecee30fa6825749,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
CITATION.cff,ebe2487cd81ddecbcf21f22bc804a105954b7ec6,cc41628dc91d1154ec7c3fb447b338b75b19352cdbe2ccbda7a879f8aee07aae,952,34,Citation File Format,NO,NOT_APPLICABLE,YES,NO,NO,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:ebe2487cd81ddecbcf21f22bc804a105954b7ec6;sha256:cc41628dc91d1154ec7c3fb447b338b75b19352cdbe2ccbda7a879f8aee07aae,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
CLAUDE.md,86788428322f2090d2fa1a4c02b0e275fc30be53,6d4d52c9400a001b2e2e740c1ce57e7a100d474d1bc3b1fa2b794dc396acc576,1165,20,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:86788428322f2090d2fa1a4c02b0e275fc30be53;sha256:6d4d52c9400a001b2e2e740c1ce57e7a100d474d1bc3b1fa2b794dc396acc576,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
CODE_OF_CONDUCT.md,55d883fdb895d9200e09cbdc1cbf6fe044cdd112,c3cf55fd4c0bf6f8f1b5e29344a5bd038e9f165463ff143573a55657c682d039,940,20,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:55d883fdb895d9200e09cbdc1cbf6fe044cdd112;sha256:c3cf55fd4c0bf6f8f1b5e29344a5bd038e9f165463ff143573a55657c682d039,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
CONTRIBUTING.md,4fc12277720ff49f3c8e915d2b9ab88e73c28f26,bfe1115384beda3ca0f03e12d4293bb806471cb7ddc84cb41e552c9b0c52b3ac,3367,78,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:4fc12277720ff49f3c8e915d2b9ab88e73c28f26;sha256:bfe1115384beda3ca0f03e12d4293bb806471cb7ddc84cb41e552c9b0c52b3ac,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
Cargo.lock,b6b71b7f50dd76125423fa0f993de5d2aa1d40b7,9ca81eda2ab5c175df0c8baa5a3fb2d15ac9ccddd97aa2ef10bc99898ef1e472,94783,3826,TOML lock,YES,cargo generate-lockfile,NO,NO,NO,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T110-T114;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh; generator byte-diff in local preflight,git:f08c2ad5f68bab0a583db918439660636996ca07:b6b71b7f50dd76125423fa0f993de5d2aa1d40b7;sha256:9ca81eda2ab5c175df0c8baa5a3fb2d15ac9ccddd97aa2ef10bc99898ef1e472,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
Cargo.toml,464e03597b7a5bd6305f62d4fad2a4cfdb49b9d9,c283946aaa19f4d42bdc67becb1e715be7cdfe07bdbb41b3e974ee3cb50bd386,2056,44,TOML,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:464e03597b7a5bd6305f62d4fad2a4cfdb49b9d9;sha256:c283946aaa19f4d42bdc67becb1e715be7cdfe07bdbb41b3e974ee3cb50bd386,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
GOVERNANCE.md,3bbe640476b49b8e054a2ff6b191ed2204419be4,918c950260744bd2c57e658f444d3c5a735fca39627f7a57cc9bb90e5c2b82b8,3127,64,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:3bbe640476b49b8e054a2ff6b191ed2204419be4;sha256:918c950260744bd2c57e658f444d3c5a735fca39627f7a57cc9bb90e5c2b82b8,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
INTEGRATING.md,f706b1157eea31b44dd66f8cf374d0f6c2f9f9f6,ecb4278b00948a8640d3956d17c892cf959a0e62f5eb177667764ab2dc67749e,9657,169,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:f706b1157eea31b44dd66f8cf374d0f6c2f9f9f6;sha256:ecb4278b00948a8640d3956d17c892cf959a0e62f5eb177667764ab2dc67749e,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
KNOWN_LIMITATIONS.md,47154573d1e7f6928b2f4e2fd26fa8bac74217be,172dd77efaf03f0d91d4da537ea564786e3de9803db3b9c2990c0e408976728b,7602,115,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:47154573d1e7f6928b2f4e2fd26fa8bac74217be;sha256:172dd77efaf03f0d91d4da537ea564786e3de9803db3b9c2990c0e408976728b,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
LICENSE-APACHE,9351e9f630a097acc5013063a67caca5183d74c9,bea3a5ebc1671071bb1bb157c18313a08821abd3d5e5e1915043b18cf78a0cfd,11347,201,license text,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:9351e9f630a097acc5013063a67caca5183d74c9;sha256:bea3a5ebc1671071bb1bb157c18313a08821abd3d5e5e1915043b18cf78a0cfd,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
LICENSE-MIT,dae57fd749e6006c1121439b4f9ce966c4514493,faa815fa3c5afee4349c48ea3740b75d82d9e2b6f10835daf224709f00348b33,1074,21,license text,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:dae57fd749e6006c1121439b4f9ce966c4514493;sha256:faa815fa3c5afee4349c48ea3740b75d82d9e2b6f10835daf224709f00348b33,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
NEST_REALTIME.md,cbaba469278c02a684cfa8b81747083014313584,a1f92e00f3f95b6c67c87e5aefc917ab96926138b952976c9895e7c86fc1bd11,23617,408,Markdown,NO,NOT_APPLICABLE,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:cbaba469278c02a684cfa8b81747083014313584;sha256:a1f92e00f3f95b6c67c87e5aefc917ab96926138b952976c9895e7c86fc1bd11,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
NEUROMORPHIC.md,bb595536bfe33d1f3c1a6a9148cc0bc78beb2d59,25d263d436a51506e2c291d0cefa05ea90880eb771a1c498aa6357b994316455,5996,94,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:bb595536bfe33d1f3c1a6a9148cc0bc78beb2d59;sha256:25d263d436a51506e2c291d0cefa05ea90880eb771a1c498aa6357b994316455,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
NEURO_CYBERNETIC_PROTOCOL.md,1fa6156bf51cab2c41abc5330ac147e1e2c75950,e27d33977600b5cf671df0bb23681fe2601ca2557f277483ad17c38356cf3682,26634,457,Markdown,NO,NOT_APPLICABLE,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:1fa6156bf51cab2c41abc5330ac147e1e2c75950;sha256:e27d33977600b5cf671df0bb23681fe2601ca2557f277483ad17c38356cf3682,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
PERFORMANCE.md,e1abc79777a407fa819d4d7f50b5c4315714f7cc,8df72e66cb6400956afebc51329bb73368bae0ec45d4f0bdc76ff3a2cb5667c4,27838,437,Markdown,NO,NOT_APPLICABLE,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:e1abc79777a407fa819d4d7f50b5c4315714f7cc;sha256:8df72e66cb6400956afebc51329bb73368bae0ec45d4f0bdc76ff3a2cb5667c4,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
PLASTICITY.md,89ca98c39280190d093bd9089e9feaf1f0a26953,eb5782be6802d9b7bac9d0bf84fcf59ef8589a42b82ed8ffb24f688913acb5d8,5287,82,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:89ca98c39280190d093bd9089e9feaf1f0a26953;sha256:eb5782be6802d9b7bac9d0bf84fcf59ef8589a42b82ed8ffb24f688913acb5d8,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
RATIONALE.md,cf1d949bbe7cff126ca44e4d14782e548421495f,3f9d18e53f8398d51d4a12e52c3378c8a33e139ea7bb39b75593a828c6fcfe82,30587,464,Markdown,NO,NOT_APPLICABLE,NO,NO,NO,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:cf1d949bbe7cff126ca44e4d14782e548421495f;sha256:3f9d18e53f8398d51d4a12e52c3378c8a33e139ea7bb39b75593a828c6fcfe82,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
README.md,779a0c160acda6486fee98b5ad214f34505dd737,075230ad75b39d469f17cc0e2fa24a352441de02d447132a7ccb192bd14a9187,11583,210,Markdown,NO,NOT_APPLICABLE,YES,NO,NO,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:779a0c160acda6486fee98b5ad214f34505dd737;sha256:075230ad75b39d469f17cc0e2fa24a352441de02d447132a7ccb192bd14a9187,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
RELEASE_READINESS.md,4a96c2125a867c12f74c285f3f0075cb3a412886,0aa43da1e18f24c838ab1231ea61130457af5941144457948746cce9f13343f5,7433,108,Markdown,NO,NOT_APPLICABLE,NO,YES,NO,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T010-T014;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:4a96c2125a867c12f74c285f3f0075cb3a412886;sha256:0aa43da1e18f24c838ab1231ea61130457af5941144457948746cce9f13343f5,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
